TABLE_NAME,TABLE_COMMENT,COLUMN_ID,COLUMN_NAME,COLUMN_COMMENT
AGENT_ACCOUNT_QUICK_REGISTRATION,,5,APPROVED_BY,
AGENT_ACCOUNT_QUICK_REGISTRATION,,6,APPROVED_DATE,
AGENT_ACCOUNT_QUICK_REGISTRATION,,7,CREATED_BY,
AGENT_ACCOUNT_QUICK_REGISTRATION,,8,DATE_OF_BIRTH,
AGENT_ACCOUNT_QUICK_REGISTRATION,,9,DEPARTMENT,
AGENT_ACCOUNT_QUICK_REGISTRATION,,10,DIVISION,
AGENT_ACCOUNT_QUICK_REGISTRATION,,11,FULL_NAME,
AGENT_ACCOUNT_QUICK_REGISTRATION,,12,GENDER_TYPE,
AGENT_ACCOUNT_QUICK_REGISTRATION,,13,ID_CARD_CREATED_DATE,
AGENT_ACCOUNT_QUICK_REGISTRATION,,14,ID_CARD_NUMBER,
AGENT_ACCOUNT_QUICK_REGISTRATION,,15,ID_CARD_PATH_BACK,
AGENT_ACCOUNT_QUICK_REGISTRATION,,16,ID_CARD_PATH_FRONT,
AGENT_ACCOUNT_QUICK_REGISTRATION,,17,ID_CARD_PLACE,
AGENT_ACCOUNT_QUICK_REGISTRATION,,18,ORGANIZATION,
AGENT_ACCOUNT_QUICK_REGISTRATION,,19,PHONE_NUMBER,
AGENT_ACCOUNT_QUICK_REGISTRATION,,20,REASON_REJECT,
AGENT_ACCOUNT_QUICK_REGISTRATION,,21,STATUS,
AGENT_ACCOUNT_QUICK_REGISTRATION,,22,TAX_CODE,
AGENT_ACCOUNT_QUICK_REGISTRATION,,23,AGENT_ORGANIZATION_ID,Tổ chức
AGENT_ACCOUNT_REGISTRATION_REQUEST,Bảng quản lý yêu cầu đăng ký tài khoản cộng tác viên,1,ID,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,2,CREATED_AT,Ngày đăng ký tài khoản
AGENT_ACCOUNT_REGISTRATION_REQUEST,,3,UPDATED_AT,Ngày cập nhật các trường thông tin 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,4,AGENT_ACCOUNT_REGISTRATION_REQUEST_STATUS,Trạng thái đăng ký TK của KH 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,5,DATE_OF_BIRTH,Ngày sinh của KH 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,6,EMAIL,Địa chỉ email của KH 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,7,FULL_NAME,Tên khách hàng 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,8,GENDER,Giới tính 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,9,ID_CARD_BACK_IMAGE,Ảnh mặt trước GTCN
AGENT_ACCOUNT_REGISTRATION_REQUEST,,10,ID_CARD_DATE_OF_EXPIRED,Ngày hết hạn GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,11,ID_CARD_DATE_OF_ISSUE,Ngày cấp GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,12,ID_CARD_FRONT_IMAGE,Ảnh mặt sau GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,13,ID_CARD_NUMBER,Số GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,14,ID_CARD_PLACE_OF_ISSUE,Nơi cấp GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,15,IDENTITY_CARD_TYPE,Loại GTCN 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,16,PERMANENT_ADDRESS,Địa chỉ 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,17,PHONE_NUMBER,Số điện thoại đăng ký
AGENT_ACCOUNT_REGISTRATION_REQUEST,,18,REGISTRATION_STATUS,Trạng thái phê duyệt TK 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,19,ACTION_BY,Account vhnv phê duyệt
AGENT_ACCOUNT_REGISTRATION_REQUEST,,20,APPROVED_BY,Account vhnv phê duyệt
AGENT_ACCOUNT_REGISTRATION_REQUEST,,21,APPROVED_DATE,Thời gian phê duyệt 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,22,APPROVED_L1BY,Account vhnv cấp 1 phê duyệt
AGENT_ACCOUNT_REGISTRATION_REQUEST,,23,APPROVED_L1DATE,Thời gian phê duyệt cấp 1 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,24,DEPARTMENT,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,25,DISTRICT_CODE,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,26,DIVISION,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,27,ORGANIZATION,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,28,PASSWORD,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,29,PROVINCE_CODE,Mã tỉnh thành 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,30,REFUSE_REASON,Lý do từ chối phê duyệt 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,31,REGISTER_TOKEN,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,32,SHARE_CODE,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,33,TAX_CODE,
AGENT_ACCOUNT_REGISTRATION_REQUEST,,34,WARD_CODE,Mã xã thị trấn 
AGENT_ACCOUNT_REGISTRATION_REQUEST,,35,AGENT_ORGANIZATION_ID,
AGENT_BANK_ACCOUNT,Bảng quản lý tài khoản thanh toán của cộng tác viên,1,ID,
AGENT_BANK_ACCOUNT,,2,CREATED_AT,Thời gian đăng ký tài khoản 
AGENT_BANK_ACCOUNT,,3,UPDATED_AT,Thời gian thay đổi các trường thông tin 
AGENT_BANK_ACCOUNT,,4,ACCOUNT_NAME,Tên chủ tài khoản trong trường hợp phương thức thanh toán là liên kết ngân hàng.
AGENT_BANK_ACCOUNT,,5,ACCOUNT_NO,Số tài khoản trong trường hợp phương thức thanh toán là liên kết ngân hàng.
AGENT_BANK_ACCOUNT,,6,AGENT_ACCOUNT_ID,FK tới bảng Customer quản lý tài khoản đại lý cấp 2.
AGENT_BANK_ACCOUNT,,7,BANK_OR_WARLET_ID,ID của ngân hàng hoặc ví điện tử của tài khoản nhận thưởng
AGENT_BANK_ACCOUNT,,8,IS_DELETED,Trạng thái xóa tài khoản 
AGENT_BANK_ACCOUNT,,9,TYPE,
AGENT_BANK_ACCOUNT,,10,TYPE_BANK_OR_EWALLET,Loại tài khoản: Ngân hàng hay ví điện tử
AGENT_BANK_ACCOUNT,,11,VERIFY_STATUS,Trạng thái xác minh của tài khoản
AGENT_BANK_ACCOUNT,,12,BANK_JSON,json bank trả về trạng thái tài khoản để xác minh 
AGENT_BANK_ACCOUNT,,13,IS_DEFAULT,Trạng thái đặt mặc định tài khoản 
AGENT_BANK_ACCOUNT,,14,VERIFY_AT,Ngày xác minh tài khoản 
AGENT_BANK_ACCOUNT,,15,VERIFY_BY,Account vhnv xác minh 
AGENT_BANK_ACCOUNT_REGISTRATION,Bảng quản lý yêu cầu thêm tài khoản thanh toán của cộng tác viên,1,ID,
AGENT_BANK_ACCOUNT_REGISTRATION,,2,CREATED_AT,Thời gian đăng ký tài khoản 
AGENT_BANK_ACCOUNT_REGISTRATION,,3,UPDATED_AT,Thời gian thay đổi các trường thông tin 
AGENT_BANK_ACCOUNT_REGISTRATION,,4,ACCOUNT_NO,Số tài khoản 
AGENT_BANK_ACCOUNT_REGISTRATION,,5,BANK_OR_WALLET_ID,ID của ngân hàng hoặc ví điện tử của tài khoản nhận thưởng. ID được trả về bởi API common/getBanks và common/getEWallets
AGENT_BANK_ACCOUNT_REGISTRATION,,6,OWNER_ACCOUNT_NAME,Tên chủ tài khoản.
AGENT_BANK_ACCOUNT_REGISTRATION,,7,TYPE_BANK_OR_EWALLET,Loại tài khoản: Ngân hàng hay ví điện tử
AGENT_BANK_ACCOUNT_REGISTRATION,,8,AGENT_ACCOUNT_REGISTRATION_REQUEST_ID,ID của bảng AGENT_ACCOUNT_REGISTRATION_REQUEST
AGENT_BANK_STATEMENT,,1,ID,
AGENT_BANK_STATEMENT,,2,CREATED_AT,
AGENT_BANK_STATEMENT,,3,UPDATED_AT,
AGENT_BANK_STATEMENT,,4,FILE_NAME,tên file sao kê
AGENT_BANK_STATEMENT,,5,NUMBER_TRANSACTION,
AGENT_BANK_STATEMENT,,6,SECURE_STORAGE_LOCATION,Nơi lưu trữ file ở secureStorage
AGENT_BANK_STATEMENT,,7,TOTAL_AMOUNT,
AGENT_BANK_STATEMENT,,8,TYPE,
AGENT_BANK_STATEMENT,,9,UPLOADED_AT,ngày upload sao kê
AGENT_BANK_STATEMENT,,10,UPLOADED_BY,
AGENT_BANK_STATEMENT_DETAIL,,1,ID,
AGENT_BANK_STATEMENT_DETAIL,,2,CREATED_AT,
AGENT_BANK_STATEMENT_DETAIL,,3,UPDATED_AT,
AGENT_BANK_STATEMENT_DETAIL,,4,ACCOUNT_ID,
AGENT_BANK_STATEMENT_DETAIL,,5,CREDIT_AMOUNT,
AGENT_BANK_STATEMENT_DETAIL,,6,DEBIT_AMOUNT,
AGENT_BANK_STATEMENT_DETAIL,,7,RUNNING_BALANCE,
AGENT_BANK_STATEMENT_DETAIL,,8,TRANSACTION_DETAIL,
AGENT_BANK_STATEMENT_DETAIL,,9,TRANSACTION_ID,
AGENT_BANK_STATEMENT_DETAIL,,10,TRANSACTION_TIME,
AGENT_BANK_STATEMENT_DETAIL,,11,AGENT_BANK_STATEMENT_ID,
AGENT_BANK_STATEMENT_DETAIL,,12,AGENT_WITHDRAW_REQUEST_SETTLEMENT_DETAIL_ID,
AGENT_BIOMETRIC_TOKEN,,1,ID,
AGENT_BIOMETRIC_TOKEN,Bảng quản lý phương thức đăng nhập của tài khoản cộng tác viên ,2,CREATED_AT,Thời gian đăng nhập 
AGENT_BIOMETRIC_TOKEN,,3,UPDATED_AT,
AGENT_BIOMETRIC_TOKEN,,4,BIOMETRIC_TOKEN,Token sinh trắc học 
AGENT_BIOMETRIC_TOKEN,,5,DEVICE_ID,Mã thiết bị đăng nhập 
AGENT_BIOMETRIC_TOKEN,,6,PHONE_NUMBER,Số điện thoại đăng nhập
AGENT_BIOMETRIC_TOKEN,,7,TYPE,Hình thức đăng nhập 
AGENT_BLACK_AND_WHITE_PHONE_LIST,Bảng quản lý danh sách black list và white list tài khoản CTV,1,ID,Primary Key
AGENT_BLACK_AND_WHITE_PHONE_LIST,,2,CREATED_AT,Thời gian thêm bản ghị 
AGENT_BLACK_AND_WHITE_PHONE_LIST,,3,UPDATED_AT,Thời gian thay đổi bản ghi
AGENT_BLACK_AND_WHITE_PHONE_LIST,,4,ACTION_BY,Username của người dùng gần nhất tương tác bản ghi.FK(BackOfficeUserEntity)
AGENT_BLACK_AND_WHITE_PHONE_LIST,,5,PHONE_LIST_TYPE,kiểu phone có giá trị là BLACK hoặc WHITE
AGENT_BLACK_AND_WHITE_PHONE_LIST,,6,PHONE_NUMBER,Số điện thoại người dùng thêm vào danh sách
AGENT_CANCEL_ACCOUNT_REQUEST,Bảng quản lý yêu cầu hủy tài khoản CTV ,1,ID,Primary Key
AGENT_CANCEL_ACCOUNT_REQUEST,,2,CREATED_AT,Thời gian yêu cầu hủy TKDT
AGENT_CANCEL_ACCOUNT_REQUEST,,3,UPDATED_AT,Thời gian cập nhật yêu cầu 
AGENT_CANCEL_ACCOUNT_REQUEST,,4,APPROVED_AT,Thời gian phê duyệt 
AGENT_CANCEL_ACCOUNT_REQUEST,,5,APPROVED_BY,Account vhnv phê duyệt 
AGENT_CANCEL_ACCOUNT_REQUEST,,6,ATTACH_FILE,Đường dẫn lưu file bằng chứng khách hàng muốn Hủy TKDT (Đường dẫn trên secure storage).Dùng để download khi cần
AGENT_CANCEL_ACCOUNT_REQUEST,,7,CREATED_BY,Account vhnv tạo yêu hủy 
AGENT_CANCEL_ACCOUNT_REQUEST,,8,REASON_REJECT,Lý do từ chối yêu cầu hủy 
AGENT_CANCEL_ACCOUNT_REQUEST,,9,STATUS,Trạng thái yêu cầu
AGENT_CANCEL_ACCOUNT_REQUEST,,10,AGENT_ACCOUNT_ID,ID bảng AGENT_ACCOUNT 
AGENT_COMMISSION,,1,ID,
AGENT_COMMISSION,,2,CREATED_AT,
AGENT_COMMISSION,,3,UPDATED_AT,
AGENT_COMMISSION,,4,AGENT_ACCOUNT_CODE,
AGENT_COMMISSION,,5,BGT_ACCOUNT_ID,
AGENT_COMMISSION,,6,COMMISSION,
AGENT_COMMISSION,,7,CUSTOMER_FULL_NAME,
AGENT_COMMISSION,,8,CUSTOMER_PHONE_NUMBER,
AGENT_COMMISSION,,9,MA_VE,
AGENT_COMMISSION,,10,REF_ID,
AGENT_COMMISSION,,11,REGISTER_TIME,
AGENT_COMMISSION,,12,TYPE,
AGENT_COMMISSION,,13,AGENT_ACCOUNT_ID,
AGENT_COMMISSION,,14,AGENT_TICKET_ID,
AGENT_COMMISSION,,15,CUSTOMER_ACCOUNT_ID,
AGENT_COMMISSION_CONFIG,,1,ID,Primary Key
AGENT_COMMISSION_CONFIG,,2,CREATED_AT,
AGENT_COMMISSION_CONFIG,,3,UPDATED_AT,
AGENT_COMMISSION_CONFIG,,4,BUY_TICKET_COMMISSION,Hoa hồng mua vé hộ
AGENT_COMMISSION_CONFIG,,5,EFFECTIVE_DATE,Thời gian bắt đầu áp dụng
AGENT_COMMISSION_CONFIG,,6,REF_REQUEST_ID,ID của bảng Agent_commission_config_request khi vận hành duyệt yêu cầu cấu hình
AGENT_COMMISSION_CONFIG,,7,REGISTER_COMMISSION,Hoa hồng đăng ký hộ
AGENT_COMMISSION_CONFIG,,8,STATUS,Trạng thái
AGENT_COMMISSION_CONFIG_REQUEST,,1,ID,Primary Key
AGENT_COMMISSION_CONFIG_REQUEST,,2,CREATED_AT,
AGENT_COMMISSION_CONFIG_REQUEST,,3,UPDATED_AT,
AGENT_COMMISSION_CONFIG_REQUEST,,4,APPROVE_DESCRIPTION,Ghi chú khi duyệt
AGENT_COMMISSION_CONFIG_REQUEST,,5,APPROVED_AT,Thời điểm duyệt
AGENT_COMMISSION_CONFIG_REQUEST,,6,APPROVED_BY,Người duyệt
AGENT_COMMISSION_CONFIG_REQUEST,,7,BUY_TICKET_COMMISSION,Hoa hồng mua vé hộ
AGENT_COMMISSION_CONFIG_REQUEST,,8,CREATED_BY,Người tạo yêu cầu
AGENT_COMMISSION_CONFIG_REQUEST,,9,EFFECTIVE_DATE,Thời gian bắt đầu áp dụng
AGENT_COMMISSION_CONFIG_REQUEST,,10,REGISTER_COMMISSION,Hoa hồng đăng ký hộ
AGENT_COMMISSION_CONFIG_REQUEST,,11,STATUS,Trạng thái phê duyệt
AGENT_CONFIG_UPDATE_APP,,1,ID,
AGENT_CONFIG_UPDATE_APP,,2,CREATED_AT,
AGENT_CONFIG_UPDATE_APP,,3,UPDATED_AT,
AGENT_CONFIG_UPDATE_APP,,4,FEATURE,Loại tính năng
AGENT_CONFIG_UPDATE_APP,,5,LINK_UPDATE,
AGENT_CONFIG_UPDATE_APP,,6,OPERATING_SYSTEM,Hệ điều hành
AGENT_CONFIG_UPDATE_APP,,7,TYPE,Loại nâng cấp
AGENT_CONFIG_UPDATE_APP,,8,UPDATE_FORCE,
AGENT_CONFIG_UPDATE_APP,,9,UPDATED_BY,
AGENT_CONFIG_UPDATE_APP,,10,VERSION,
AGENT_CUSTOMER_REGISTRATION_LOG,,1,ID,Bảng ghi log lịch sử đăng ký hộ người dùng của đại lý
AGENT_CUSTOMER_REGISTRATION_LOG,,2,CREATED_AT,
AGENT_CUSTOMER_REGISTRATION_LOG,,3,UPDATED_AT,
AGENT_CUSTOMER_REGISTRATION_LOG,,4,AGENT_ACCOUNT_ID,id bảng agent_Account
AGENT_CUSTOMER_REGISTRATION_LOG,,5,AGENT_CUSTOMER_REGISTRATION_LOG_KEY,Key để đồng bộ lại trạng thái của thông tin đăng ký về site của đại lý đã đăng ký hộ
AGENT_CUSTOMER_REGISTRATION_LOG,,6,CUSTOMER_FULL_NAME,
AGENT_CUSTOMER_REGISTRATION_LOG,,7,CUSTOMER_PHONE_NUMBER,Số điện thoại của người dùng mà đại lý đã đăng ký hộ
AGENT_CUSTOMER_REGISTRATION_LOG,,8,CUSTOMER_SITE,"Server mà người dùng đã đăng ký VIETTEL , VINAPHONE , MOBIFONE"
AGENT_CUSTOMER_REGISTRATION_LOG,,9,STATUS,Trạng thái đăng ký hộ
AGENT_EXTRA_CATEGORY,,1,ID,Primary Key
AGENT_EXTRA_CATEGORY,,2,CREATED_AT,
AGENT_EXTRA_CATEGORY,,3,UPDATED_AT,
AGENT_EXTRA_CATEGORY,,4,DATA,Dữ liệu
AGENT_EXTRA_CATEGORY,,5,TYPE,Loại danh mục
AGENT_EXTRA_CATEGORY,,6,UPDATED_BY,Người update
AGENT_FEE_CONFIG,Bảng cấu hình phí mua hộ ,1,ID,Primary Key
AGENT_FEE_CONFIG,,2,CREATED_AT,
AGENT_FEE_CONFIG,,3,UPDATED_AT,
AGENT_FEE_CONFIG,,4,AGENT_FEE_TYPE,Loại phí
AGENT_FEE_CONFIG,,5,AGENT_PARTNER_FEE_TYPE,Đối tác áp dụng thu phí
AGENT_FEE_CONFIG,,6,APPROVED_AT,Ngày cấu hình phí hiện tại được phê duyệt
AGENT_FEE_CONFIG,,7,APPROVED_BY,Người phê duyệt cấu hình phí đang được áp dụng
AGENT_FEE_CONFIG,,8,CONFIG_JSON,Mảng json mô tả cấu hình phí
AGENT_FEE_CONFIG,,9,FEE_VERSION,Version phí
AGENT_FEE_CONFIG,,10,LAST_CONFIG_JSON,Mảng json mô tả cấu hình phí cũ
AGENT_FEE_CONFIG,,11,REF_REQUEST_ID,ID của bảng agent_fee_config_request khi vận hành duyệt yêu cầu cấu hình phí mới
AGENT_FEE_CONFIG,,12,STATUS,Trạng thái
AGENT_FEE_CONFIG_REQUEST,Bảng yêu cầu cấu hình phí mua hộ,1,ID,Primary Key
AGENT_FEE_CONFIG_REQUEST,,2,CREATED_AT,
AGENT_FEE_CONFIG_REQUEST,,3,UPDATED_AT,
AGENT_FEE_CONFIG_REQUEST,,4,AGENT_FEE_TYPE,Loại phí
AGENT_FEE_CONFIG_REQUEST,,5,AGENT_PARTNER_FEE_TYPE,Đối tác áp dụng thu phí
AGENT_FEE_CONFIG_REQUEST,,6,APPROVED_AT,Ngày cấu hình phí hiện tại được phê duyệt
AGENT_FEE_CONFIG_REQUEST,,7,APPROVED_BY,Người phê duyệt cấu hình phí đang được áp dụng
AGENT_FEE_CONFIG_REQUEST,,8,CODE,Mã cấu hình
AGENT_FEE_CONFIG_REQUEST,,9,CONFIG_JSON,Mảng json mô tả cấu hình phí
AGENT_FEE_CONFIG_REQUEST,,10,CREATED_BY,Người tạo yêu cầu cấu hình phí
AGENT_FEE_CONFIG_REQUEST,,11,CURRENT_FEE_VERSION,Version phí khi cập nhật cấu hình phí
AGENT_FEE_CONFIG_REQUEST,,12,LAST_CONFIG_JSON,Mảng json mô tả cấu hình phí cũ
AGENT_FEE_CONFIG_REQUEST,,13,REJECT_REASON,Lý do từ chối
AGENT_FEE_CONFIG_REQUEST,,14,STATUS,Trạng thái phê duyệt
AGENT_FEE_CONFIRMATION_BATCH,,1,ID,Primary Key
AGENT_FEE_CONFIRMATION_BATCH,,2,CREATED_AT,
AGENT_FEE_CONFIRMATION_BATCH,,3,UPDATED_AT,
AGENT_FEE_CONFIRMATION_BATCH,,4,CONFIRMED_BY,Người xác nhận
AGENT_FEE_CONFIRMATION_BATCH,,5,NUMBER_OF_TRANSACTION_CONFIRMED,Số lượng giao dịch được so khớp thành công
AGENT_FEE_CONFIRMATION_BATCH,,6,TOTAL_AMOUNT_CONFIRMED,Tổng số tiền của các giao dịch được so khớp thành công
AGENT_FEE_STATEMENT_DETAIL,,1,ID,Primary Key
AGENT_FEE_STATEMENT_DETAIL,,2,CREATED_AT,
AGENT_FEE_STATEMENT_DETAIL,,3,UPDATED_AT,
AGENT_FEE_STATEMENT_DETAIL,,4,BANK_TRANSACTION_CODE,Mã giao dịch do đối tác bank / ví sinh ra
AGENT_FEE_STATEMENT_DETAIL,,5,CUSTOMER_REQUEST_CODE,Mã yêu cầu từ phía vận hành / khách hàng
AGENT_FEE_STATEMENT_DETAIL,,6,DESCRIPTION,Ghi chú cho giao dịch gốc.
AGENT_FEE_STATEMENT_DETAIL,,7,FEE_AMOUNT,Số tiền phí
AGENT_FEE_STATEMENT_DETAIL,,8,REQUEST_TRANSACTION_AMOUNT,Số tiền yêu cầu thanh toán / trả thưởng / rút
AGENT_FEE_STATEMENT_DETAIL,,9,RESULT,Kết quả so khớp
AGENT_FEE_STATEMENT_DETAIL,,10,STATUS,"Trạng thái:
BINDING_PROCESSING: Đang chờ so khớp
COMPLETED: đã so khớp"""
AGENT_FEE_STATEMENT_DETAIL,,11,TRANSACTION_AT,Thời điểm xảy ra giao dịch
AGENT_FEE_STATEMENT_DETAIL,,12,TRANSACTION_CODE,Mã giao dịch do hệ thống CTIN tạo ra.
AGENT_FEE_STATEMENT_DETAIL,,13,AGENT_FILE_UPLOAD_ID,FK đến bảng AgentFeeStatementFileEntity
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,1,ID,Primary Key
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,2,CREATED_AT,
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,3,UPDATED_AT,
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,4,BANK_TRANSACTION_CODE,Mã giao dịch do đối tác bank / ví sinh ra
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,5,CUSTOMER_REQUEST_CODE,Mã yêu cầu từ phía vận hành / khách hàng
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,6,DESCRIPTION,Ghi chú cho giao dịch gốc.
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,7,FEE_AMOUNT,Số tiền phí
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,8,REQUEST_TRANSACTION_AMOUNT,Số tiền yêu cầu thanh toán / trả thưởng / rút
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,9,STATUS,"Trạng thái:
DRAFT: đã upload xong, chờ xác nhận
COMPLETED: đã được xác nhận"""
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,10,TRANSACTION_AT,Thời điểm xảy ra giao dịch
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,11,TRANSACTION_CODE,Mã giao dịch do hệ thống CTIN tạo ra
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,12,VALUE_DATE,Ngày giá trị
AGENT_FEE_STATEMENT_DETAIL_UPLOAD_REQUEST,,13,AGENT_FILE_UPLOAD_REQUEST_ID,
AGENT_FEE_STATEMENT_FILE,,1,ID,Primary Key
AGENT_FEE_STATEMENT_FILE,,2,CREATED_AT,
AGENT_FEE_STATEMENT_FILE,,3,UPDATED_AT,
AGENT_FEE_STATEMENT_FILE,,4,CREATE_BY,Người upload
AGENT_FEE_STATEMENT_FILE,,5,FILE_NAME,Tên file
AGENT_FEE_STATEMENT_FILE,,6,NUMBER_OF_MATCHED_RECORDS,Tổng số record so khớp đúng.
AGENT_FEE_STATEMENT_FILE,,7,NUMBER_OF_RECORDS,Số record trong file
AGENT_FEE_STATEMENT_FILE,,8,STATUS,"Trạng thái xử lý so khớp:
BINDING_PROCESSING: đang chờ so khớp các record
COMPLETED: đã hoàn tất so khớp cho tất cả record trong file"""
AGENT_FEE_STATEMENT_FILE,,9,TOTAL_AMOUNT,Tổng số tiền của các record trong file
AGENT_FEE_STATEMENT_FILE,,10,TOTAL_MATCHED_AMOUNT,Tổng số tiền đã so khớp đúng.
AGENT_FEE_STATEMENT_FILE,,11,AGENT_FILE_UPLOAD_REQUEST_ID,FK đến bảng AgentFeeStatementFileUploadRequestEntity
AGENT_FEE_STATEMENT_FILE_UPLOAD_REQUEST,,1,ID,Primary Key
AGENT_FEE_STATEMENT_FILE_UPLOAD_REQUEST,,2,CREATED_AT,
